Printing New Fashion Solution:

Inbound Fashion Solution (V F T):
1	1	4	1070
1	2	4	1145
1	3	4	990
1	4	4	1055
1	5	4	1145
1	6	4	1105
1	7	4	960
1	8	4	970
1	9	4	1010
1	10	4	935
1	11	4	1020
1	12	4	1030
1	13	4	890
1	14	4	890
1	15	4	1005
1	16	4	1025
1	17	4	1025
1	18	4	1080
1	19	4	1015
1	20	4	1070
1	21	4	940
1	22	4	1040
1	23	4	1105
1	24	4	1075
1	25	4	965
1	26	4	1020
1	27	4	1210
1	28	4	900
1	29	4	1040
1	30	4	990
1	31	4	940
1	32	4	1000
1	33	4	850
1	34	4	1050
1	35	4	870
1	36	4	1030
1	37	4	925
1	38	4	1005
1	39	4	1060
1	40	4	905
1	41	4	975
1	42	4	955
1	43	4	920
1	44	4	900
1	45	4	940
1	46	4	980
1	47	4	1010
1	48	4	1050
1	49	4	930
1	50	4	1005
2	51	4	980
2	52	4	965
2	53	4	1090
2	54	4	1040
2	55	4	980
2	56	4	935
2	57	4	990
2	58	4	940
2	59	4	1010
2	60	4	905
2	61	4	985
2	62	4	940
2	63	4	910
2	64	4	1025
2	65	4	1005
2	66	4	1065
2	67	4	1095
2	68	4	1095
2	69	4	1035
2	70	4	920
2	71	4	1095
2	72	4	1015
2	73	4	995
2	74	4	1025
2	75	4	1170
2	76	4	1010
2	77	4	1115
2	78	4	960
2	79	4	965
2	80	4	900
2	81	4	965
2	82	4	910
2	83	4	1165
2	84	4	1090
2	85	4	1120
2	86	4	1170
2	87	4	930
2	88	4	1145
2	89	4	1035
2	90	4	1095
2	91	4	1105
2	92	4	1100
2	93	4	920
2	94	4	1040
2	95	4	995
2	96	4	975
2	97	4	970
2	98	4	1010
2	99	4	1020
2	100	4	1155
3	101	3	900
3	102	3	1295
3	103	3	1075
3	104	3	1010
3	105	4	980
3	106	3	1025
3	107	4	995
3	108	4	1130
3	109	3	1035
3	110	4	1000
3	111	3	915
3	112	4	1065
3	113	3	950
3	114	3	855
3	115	4	885
3	116	4	1000
3	117	4	1075
3	118	4	950
3	119	4	910
3	120	3	945
3	121	4	1065
3	122	4	970
3	123	4	1050
3	124	3	1030
3	125	4	985
3	126	3	910
3	127	4	1015
3	128	3	1100
3	129	4	1025
3	130	3	910
3	131	3	830
3	132	4	1095
3	133	4	1000
3	134	3	985
3	135	3	910
3	136	3	820
3	137	4	1100
3	138	3	1020
3	139	4	1170
3	140	3	1025
3	141	4	1105
3	142	4	1000
3	143	3	1030
3	144	3	970
3	145	4	1035
3	146	3	1105
3	147	4	1055
3	148	4	1125
3	149	4	1195
3	150	3	1070
4	151	1	955
4	152	4	980
4	153	1	1055
4	154	4	950
4	155	4	1055
4	156	1	1105
4	157	4	995
4	158	4	1140
4	159	4	1075
4	160	1	1010
4	161	1	995
4	162	4	1010
4	163	4	1010
4	164	1	1005
4	165	4	870
4	166	1	980
4	167	1	1045
4	168	1	1015
4	169	4	1045
4	170	4	900
4	171	4	1030
4	172	4	960
4	173	4	1025
4	174	4	1095
4	175	4	990
4	176	4	1030
4	177	1	890
4	178	4	1010
4	179	4	1040
4	180	4	1055
4	181	1	1150
4	182	4	1060
4	183	4	910
4	184	1	1135
4	185	1	900
4	186	1	1240
4	187	4	860
4	188	4	1030
4	189	4	920
4	190	1	1080
4	191	1	1060
4	192	1	900
4	193	1	1075
4	194	1	940
4	195	4	965
4	196	4	1035
4	197	1	1045
4	198	4	1080
4	199	1	855
4	200	4	980
5	201	3	1035
5	202	3	910
5	203	3	990
5	204	3	950
5	205	4	945
5	206	3	875
5	207	3	915
5	208	3	1000
5	209	3	930
5	210	3	905
5	211	4	1040
5	212	3	975
5	213	3	970
5	214	3	1045
5	215	3	925
5	216	3	1070
5	217	3	940
5	218	3	1110
5	219	3	950
5	220	3	950
5	221	3	1005
5	222	3	1025
5	223	3	1065
5	224	3	975
5	225	3	1095
5	226	3	985
5	227	3	1000
5	228	3	1020
5	229	3	825
5	230	3	1085
5	231	3	955
5	232	3	1115
5	233	3	895
5	234	3	1070
5	235	3	1045
5	236	3	1040
5	237	3	1020
5	238	3	980
5	239	3	1080
5	240	3	950
5	241	3	935
5	242	3	885
5	243	3	955
5	244	3	870
5	245	3	1025
5	246	3	1005
5	247	3	1025
5	248	3	980
5	249	3	925
5	250	3	995


Outbound Fashion Solution(S F T):
1	1	5	25
1	2	5	35
1	3	5	40
1	4	5	50
1	5	5	65
1	6	5	25
1	7	5	40
1	8	5	55
1	9	5	20
1	10	5	65
1	11	5	55
1	13	5	25
1	14	5	40
1	15	5	50
1	16	5	20
1	17	5	50
1	18	5	50
1	19	5	45
1	20	5	45
1	21	5	40
1	22	5	50
1	23	5	60
1	24	5	20
1	25	5	40
1	26	5	40
1	27	5	60
1	28	5	30
1	29	5	50
1	30	5	30
1	31	5	25
1	32	5	30
1	33	5	35
1	34	5	50
1	35	5	40
1	36	5	10
1	37	5	25
1	38	5	30
1	39	5	25
1	40	5	10
1	41	5	40
1	42	5	50
1	43	5	20
1	44	5	30
1	45	5	30
1	46	5	30
1	47	5	25
1	48	5	65
1	49	5	35
1	50	5	50
1	51	5	30
1	52	5	30
1	53	5	45
1	54	5	35
1	55	5	40
1	56	5	15
1	57	5	40
1	58	5	30
1	59	5	30
1	60	5	45
1	61	5	45
1	62	5	50
1	63	5	50
1	64	5	40
1	65	5	50
1	66	5	60
1	67	5	65
1	68	5	50
1	69	5	30
1	70	5	25
1	71	5	45
1	72	5	40
1	73	5	55
1	74	5	75
1	75	5	65
1	76	5	40
1	77	5	50
1	78	5	35
1	79	5	20
1	80	5	55
1	81	5	15
1	82	5	25
1	83	5	30
1	84	5	30
1	85	5	55
1	86	5	40
1	87	5	40
1	88	5	65
1	89	5	25
1	90	5	45
1	91	5	55
1	92	5	55
1	93	5	25
1	94	5	30
1	95	5	40
1	96	5	50
1	97	5	70
1	98	5	55
1	99	5	45
1	100	5	65
1	101	5	50
1	102	5	50
1	103	5	60
1	104	5	30
1	105	5	20
1	106	5	10
1	107	5	25
1	108	5	60
1	109	5	30
1	110	5	20
1	111	5	45
1	112	5	30
1	113	5	25
1	114	5	25
1	115	5	30
1	116	5	30
1	117	5	25
1	118	5	30
1	119	5	50
1	120	5	35
1	121	5	40
1	122	5	55
1	123	5	15
1	124	5	15
1	125	5	50
1	126	5	40
1	127	5	10
1	128	5	30
1	129	5	50
1	130	5	40
1	131	5	45
1	132	5	55
1	133	5	50
1	134	5	70
1	135	5	25
1	136	5	35
1	137	5	25
1	138	5	50
1	139	5	55
1	140	5	70
1	141	5	30
1	142	5	50
1	143	5	10
1	144	5	25
1	145	5	20
1	146	5	60
1	147	5	35
1	148	5	50
1	149	5	55
1	150	5	30
1	151	5	40
1	152	5	50
1	153	5	40
1	154	5	55
1	155	5	40
1	156	5	55
1	157	5	15
1	158	5	55
1	159	5	35
1	160	5	40
1	161	5	35
1	162	5	65
1	163	5	40
1	164	5	40
1	165	5	35
1	166	5	45
1	167	5	35
1	168	5	55
1	169	5	30
1	170	5	30
1	171	5	30
1	172	5	45
1	173	5	60
1	174	5	45
1	175	5	25
1	176	5	50
1	177	5	45
1	178	5	25
1	179	5	70
1	180	5	40
1	181	5	40
1	182	5	45
1	183	5	30
1	184	5	30
1	185	5	50
1	186	5	55
1	187	5	30
1	188	5	20
1	189	5	55
1	190	5	45
1	191	5	45
1	192	5	20
1	193	5	55
1	194	5	25
1	195	5	40
1	196	5	60
1	197	5	55
1	198	5	60
1	199	5	40
1	200	5	40
1	201	5	30
1	202	5	35
1	203	5	45
1	204	5	40
1	205	5	20
1	206	5	55
1	207	5	70
1	208	5	80
1	209	5	10
1	210	5	45
1	211	5	60
1	212	5	40
1	213	5	55
1	214	5	35
1	215	5	50
1	216	5	30
1	217	5	45
1	218	5	40
1	219	5	55
1	220	5	35
1	221	5	40
1	222	5	45
1	223	5	85
1	224	5	65
1	225	5	75
1	226	5	50
1	227	5	25
1	228	5	20
1	229	5	15
1	230	5	50
1	231	5	70
1	232	5	30
1	233	5	55
1	234	5	20
1	235	5	30
1	236	5	45
1	237	5	55
1	238	5	30
1	239	5	35
1	240	5	20
1	241	5	50
1	242	5	20
1	243	5	25
1	244	5	60
1	245	5	55
1	246	5	35
1	247	5	105
1	248	5	50
1	249	5	25
1	250	5	20
2	1	5	35
2	2	5	45
2	3	5	50
2	4	5	35
2	5	5	40
2	6	5	50
2	7	5	75
2	8	5	55
2	9	5	55
2	10	5	15
2	11	5	45
2	12	5	20
2	13	5	65
2	14	5	20
2	15	5	40
2	16	5	45
2	17	5	25
2	18	5	35
2	20	5	50
2	21	5	45
2	22	5	55
2	23	5	70
2	24	5	50
2	25	5	35
2	26	5	25
2	27	5	45
2	28	5	25
2	29	5	55
2	30	5	40
2	31	5	15
2	32	5	40
2	33	5	45
2	34	5	45
2	35	5	65
2	36	5	55
2	37	5	20
2	38	5	40
2	39	5	30
2	40	5	30
2	41	5	60
2	42	5	45
2	43	5	15
2	44	5	40
2	45	5	30
2	46	5	30
2	47	5	45
2	48	5	60
2	49	5	25
2	50	5	50
2	51	5	40
2	52	5	60
2	53	5	50
2	54	5	25
2	55	5	40
2	56	5	35
2	57	5	45
2	58	5	55
2	59	5	25
2	60	5	50
2	61	5	60
2	62	5	50
2	63	5	55
2	64	5	25
2	65	5	45
2	66	5	45
2	67	5	40
2	68	5	55
2	69	5	60
2	70	5	35
2	71	5	30
2	72	5	55
2	73	5	45
2	74	5	65
2	75	5	15
2	76	5	25
2	77	5	40
2	78	5	65
2	79	5	25
2	80	5	40
2	81	5	50
2	82	5	25
2	83	5	40
2	84	5	55
2	85	5	25
2	86	5	25
2	87	5	50
2	88	5	75
2	89	5	55
2	90	5	35
2	91	5	35
2	92	5	45
2	93	5	35
2	94	5	35
2	95	5	25
2	96	5	45
2	97	5	15
2	98	5	55
2	99	5	25
2	100	5	50
2	101	5	30
2	102	5	60
2	103	5	30
2	104	5	20
2	105	5	45
2	106	5	35
2	107	5	35
2	108	5	35
2	109	5	80
2	110	5	45
2	112	5	75
2	113	5	60
2	114	5	55
2	115	5	35
2	116	5	35
2	117	5	55
2	118	5	25
2	119	5	35
2	120	5	45
2	121	5	50
2	122	5	25
2	123	5	70
2	124	5	65
2	125	5	50
2	126	5	25
2	127	5	60
