Printing New Fashion Solution:

Inbound Fashion Solution (V F T):
1	1	3	1815
1	2	1	2280
1	3	3	2065
1	4	1	2250
1	5	1	1450
1	6	1	1720
1	7	3	2320
1	8	3	1865
1	9	3	1895
1	10	1	1830
1	11	1	2130
1	12	3	2345
1	13	3	1615
1	14	1	2330
1	15	3	2080
1	16	1	1775
1	17	1	2125
1	18	3	1625
1	19	3	2055
1	20	1	1580
1	21	3	1810
1	22	1	1905
1	23	1	2180
1	24	3	1805
1	25	3	2330
2	26	4	2105
2	27	4	2130
2	28	4	2065
2	29	4	1760
2	30	4	2095
2	31	4	2395
2	32	4	1860
2	33	4	1830
2	34	4	2035
2	35	4	2495
2	36	4	1990
2	37	4	1745
2	38	4	1870
2	39	4	1815
2	40	4	2100
2	41	4	2025
2	42	4	1880
2	43	4	2365
2	44	4	2325
2	45	4	2020
2	46	4	2010
2	47	4	1740
2	48	4	1905
2	49	4	2270
2	50	4	1990


Outbound Fashion Solution(S F T):
1	1	4	145
1	2	5	220
1	3	4	230
1	4	5	200
1	5	5	225
1	6	5	205
1	7	5	215
1	8	5	270
1	9	5	165
1	10	5	370
1	11	5	150
1	12	5	135
1	13	5	310
1	14	5	300
1	15	5	195
1	16	5	185
1	17	5	245
1	18	4	205
1	19	5	95
1	20	5	110
1	21	5	240
1	22	5	325
1	23	5	140
1	24	5	205
1	25	5	240
1	26	5	155
1	27	5	265
1	28	5	150
1	29	5	150
1	30	5	280
1	31	5	150
1	32	5	60
1	33	5	185
1	34	5	155
1	35	5	260
1	36	5	225
1	37	5	95
1	38	5	330
1	39	5	220
1	40	5	230
1	41	5	190
1	42	5	180
1	43	5	285
1	44	5	300
1	45	5	120
1	46	5	260
1	47	5	240
1	48	5	235
1	49	5	260
1	50	5	180
2	1	5	250
2	2	5	190
2	3	5	170
2	4	5	280
2	5	5	175
2	6	5	160
2	7	5	330
2	8	5	220
2	9	4	135
2	10	5	205
2	11	5	335
2	12	5	180
2	13	5	95
2	14	5	345
2	15	4	350
2	16	5	220
2	17	5	120
2	18	5	140
2	19	5	145
2	20	5	170
2	21	5	115
2	22	5	210
2	23	5	205
2	24	5	185
2	25	5	310
2	26	5	240
2	27	5	160
2	28	5	315
2	29	5	215
2	30	5	145
2	31	5	270
2	32	5	160
2	33	5	205
2	34	5	280
2	35	5	160
2	36	5	230
2	37	5	280
2	38	5	175
2	39	5	60
2	40	5	55
2	41	5	165
2	42	5	345
2	43	5	170
2	44	5	220
2	45	5	290
2	46	5	140
2	47	5	275
2	48	5	295
